Year,Month,AGE_BEN_SNDS,BEN_SEX_COD,RAC,FLT_PAI_MNT
2023,12,50,2,331284762.92,991205934.06
2023,12,60,0,0.0,1823.74
2023,12,60,1,295560215.87,1477634717.98
2023,12,60,2,341698102.57,1179646578.36
2023,12,70,1,276359920.04,1347090791.53
2023,12,70,2,336150813.49,1310283791.46
2023,12,80,0,868.2600000000001,2024.45
2023,12,80,1,153045139.12,900414592.94
2023,12,80,2,260291707.28,1291899872.34
2023,12,99,0,99753.23,52258158.02
2023,12,99,1,195086.52,3105045.79
2023,12,99,2,216792.19,2435799.43
2024,1,0,0,0.0,41.1
2024,1,0,1,264177358.31,690721237.93
2024,1,0,2,272398179.05,641181313.04
2024,1,20,1,101740016.96,302204226.71
2024,1,20,2,156972790.03,456433164.48
2024,1,30,1,133092559.8,406248596.9
2024,1,30,2,206130725.44,655210391.9
2024,1,40,1,185258914.4,559574055.87
2024,1,40,2,249950638.13,726004278.99
2024,1,50,1,262399616.63,904028338.33
2024,1,50,2,310003871.44,991117220.49
2024,1,60,1,272057521.02,1733675891.46
2024,1,60,2,308388085.61,1155164462.75
2024,1,70,1,255308568.82,1366052330.16
2024,1,70,2,307182612.12,1303384683.43
2024,1,80,0,337.1600000000001,772.6200000000001
2024,1,80,1,146642757.7,936689404.85
2024,1,80,2,251724442.37,1341009005.79
2024,1,99,0,1302.5,12005003.09
2024,1,99,1,218113.58,2721416.53
2024,1,99,2,223460.71,2165112.03
2024,2,0,0,173.11,514.2
2024,2,0,1,251511407.08,664596655.59
2024,2,0,2,258457209.05,622437257.44
2024,2,20,1,98482305.54,289514183.22
2024,2,20,2,153901843.52,442490957.49
2024,2,30,1,131397281.97,389200999.15
2024,2,30,2,209092242.27,643473104.04
2024,2,40,1,186041763.97,540394483.51
2024,2,40,2,257658714.98,727228593.84
2024,2,50,1,267827428.68,875820696.61
2024,2,50,2,327861511.2,994184807.4
2024,2,60,0,0.0,284.76
2024,2,60,1,283098089.59,1557649594.09
2024,2,60,2,335716191.31,1161858030.91
2024,2,70,1,261478328.61,1314979324.13
2024,2,70,2,324768777.78,1282645580.87
2024,2,80,0,323.11,1139.2
2024,2,80,1,141639061.6,873831766.96
2024,2,80,2,238139058.93,1240800208.71
2024,2,99,0,10018.35,17066439.83
2024,2,99,1,212402.17,3512123.69
2024,2,99,2,209032.83,2724537.5
2024,3,0,0,0.0,9197.330000000002
2024,3,0,1,261368864.26,664917966.22
2024,3,0,2,274906622.82,630265707.99
2024,3,20,1,96879916.56,279509236.46
2024,3,20,2,153425112.82,430712551.27
2024,3,30,1,128547072.44,376991661.67
2024,3,30,2,204903698.1,618586875.03
2024,3,40,1,181309112.14,519938723.68
2024,3,40,2,256932074.73,702253960.93
2024,3,50,1,259625833.15,833469333.5
2024,3,50,2,324352712.64,951602934.68
2024,3,60,0,0.0,166.24
2024,3,60,1,271710470.28,1438299488.17
2024,3,60,2,325441654.27,1101058714.43
2024,3,70,1,251387307.16,1235605735.12
2024,3,70,2,314310118.1,1208335334.7
2024,3,80,0,1068.24,2848.8
2024,3,80,1,140189429.02,838370987.2
2024,3,80,2,240124003.78,1202195096.61
2024,3,99,0,719.45,304278275.87
2024,3,99,1,192482.79,18006298.66
2024,3,99,2,204443.79,27282693.49
2024,4,0,0,0.0,110.25
2024,4,0,1,243950215.49,637925787.32
2024,4,0,2,256925415.22,605410136.47
2024,4,20,1,89856462.75,261465392.82
2024,4,20,2,143170258.73,404921696.38
2024,4,30,1,119292726.31,351198009.31
2024,4,30,2,190769807.65,575868479.35
2024,4,40,1,167545762.65,481477651.54
2024,4,40,2,238403297.1,652884823.54
2024,4,50,0,60.0,60.0
2024,4,50,1,241520879.5,764139450.04
2024,4,50,2,305136798.07,889086638.89
2024,4,60,0,0.0,235.8
2024,4,60,1,251298462.08,1563663825.75
2024,4,60,2,306223012.66,1022068897.31
2024,4,70,1,231435168.66,1115421113.42
2024,4,70,2,294979041.36,1112105611.75
2024,4,80,0,1011.79,3625.4
2024,4,80,1,132760541.09,785328997.54
2024,4,80,2,234544586.87,1167038557.61
2024,4,99,0,5442.3,712434737.28
2024,4,99,1,189731.62,42109574.51
2024,4,99,2,221476.23,54302144.58
2024,5,0,0,0.0,300.0
2024,5,0,1,265335413.03,675211272.22
2024,5,0,2,271013423.19,632568355.57
2024,5,20,1,110129739.18,318655626.15
2024,5,20,2,165474713.0,481066313.36
2024,5,30,1,142863719.51,425414465.51
2024,5,30,2,223377113.63,705069466.68
2024,5,40,1,194190088.04,584295096.03
2024,5,40,2,270286659.74,788498221.18
2024,5,50,1,279105444.51,963437403.02
2024,5,50,2,340580169.71,1081235656.03
2024,5,60,0,0.0,31.75
2024,5,60,1,302383796.39,1866368485.31
2024,5,60,2,356861939.22,1305721498.09
2024,5,70,1,294963391.95,1550593155.82
2024,5,70,2,371895930.92,1507016726.05
2024,5,80,0,6746.650000000001,20915.33
2024,5,80,1,161607701.47,1013944209.5
2024,5,80,2,274805076.72,1401955492.03
2024,5,99,0,10194.36,9852802.53
2024,5,99,1,186766.19,3409819.59
2024,5,99,2,218043.35,2447370.53
2024,6,0,0,0.0,82882.91
2024,6,0,1,271948739.01,696548599.26
2024,6,0,2,276813294.03,645951940.06
2024,6,20,1,106364919.2,305114494.05
2024,6,20,2,162475950.46,466279208.08
2024,6,30,1,140221271.18,406854641.38
2024,6,30,2,222463278.41,681986465.15
2024,6,40,1,194035028.62,565886028.04
2024,6,40,2,272098910.71,763327008.93
2024,6,50,0,0.0,693.2
2024,6,50,1,278303026.48,914737038.55
2024,6,50,2,344286924.61,1036484979.41
2024,6,60,1,294260845.39,1685683307.87
2024,6,60,2,351782077.11,1221750133.35
2024,6,70,1,277867128.55,1407526824.02
2024,6,70,2,353800811.83,1387032957.27
2024,6,80,0,1396.29,3609.09
2024,6,80,1,154542186.45,944672945.33
2024,6,80,2,266518183.93,1329980306.56
2024,6,99,0,4595.07,222502211.44
2024,6,99,1,189290.6,7825222.58
2024,6,99,2,231633.58,16415023.32
2024,7,0,0,0.0,5268.16
2024,7,0,1,283701100.17,740203296.77
2024,7,0,2,288614693.02,684438546.22
2024,7,20,1,117364309.88,333458568.29
2024,7,20,2,176179194.86,502700361.02
2024,7,30,1,151500496.67,439738207.39
2024,7,30,2,234750801.15,716726524.36
2024,7,40,1,209130595.75,602767243.26
2024,7,40,2,288962829.28,806746737.27
2024,7,50,0,0.0,24.51
2024,7,50,1,302070225.14,975584210.71
2024,7,50,2,371845869.16,1107955047.57
2024,7,60,0,0.0,2.1
2024,7,60,1,310494966.56,1919218978.76
2024,7,60,2,366645233.07,1280518122.98
2024,7,70,0,0.0,74.82
2024,7,70,1,288148127.38,1474368835.84
2024,7,70,2,363025202.64,1444487661.67
2024,7,80,0,7517.409999999999,19008.36
2024,7,80,1,164311601.93,1008806118.18
2024,7,80,2,284338923.66,1445521109.12
2024,7,99,0,0.0,83205724.28
2024,7,99,1,191345.4,11399398.93
2024,7,99,2,240230.56,7520873.16
2024,8,0,0,0.0,360.88
2024,8,0,1,174094415.81,467697769.3
2024,8,0,2,178591861.75,439914381.64
2024,8,20,1,82079086.53,247208728.15
2024,8,20,2,124048130.48,374005815.31
2024,8,30,1,98206586.98,316710229.69
2024,8,30,2,150868568.58,506596215.29
2024,8,40,1,129575485.34,423112058.41
2024,8,40,2,177460906.3,550664732.3
2024,8,50,1,183993904.8,696546216.06
2024,8,50,2,224798677.55,767178128.19
2024,8,60,0,133.18,380.52
2024,8,60,1,188520811.67,1667340561.09
2024,8,60,2,217581415.97,908551971.83
2024,8,70,0,0.0,59.88
2024,8,70,1,179937565.6,1124119665.61
2024,8,70,2,220539022.47,1048209939.55
2024,8,80,0,20902.97,52531.36
2024,8,80,1,110397575.9,799273997.5
2024,8,80,2,193140728.43,1121442794.54
2024,8,99,0,0.0,8286941.42
2024,8,99,1,130255.27,1759937.1
2024,8,99,2,144997.43,1550336.39
2024,9,0,0,628.1500000000001,1792.77
2024,9,0,1,280543570.67,667960781.86
2024,9,0,2,288294253.38,632001990.99
2024,9,20,0,7.949999999999999,38.96
2024,9,20,1,99272222.57,286364474.05
2024,9,20,2,151800759.79,438043492.64
2024,9,30,0,11.7,29.25
2024,9,30,1,127168008.03,376828654.83
2024,9,30,2,196504328.91,619233291.36
2024,9,40,1,177856136.73,523845896.17
2024,9,40,2,242850843.37,687276157.96
2024,9,50,0,0.0,31.75
2024,9,50,1,249601854.62,833877653.69
2024,9,50,2,300834158.37,930508798.02
2024,9,60,0,0.0,7095.17
2024,9,60,1,251947109.53,1439717956.13
2024,9,60,2,294803117.74,1087363823.93
2024,9,70,1,233962736.51,1281514497.27
2024,9,70,2,293857656.56,1238627984.0
2024,9,80,0,3409.7499999999995,9406.68
2024,9,80,1,134657236.59,886398115.66
2024,9,80,2,231841296.08,1256034647.22
2024,9,99,0,40.0,207374467.72
2024,9,99,1,161572.64,21307969.15
2024,9,99,2,171540.16,6959339.22
2024,10,0,0,359.69000000000005,35099.91
2024,10,0,1,309664829.31,772098032.17
2024,10,0,2,314550995.03,720518543.38
2024,10,20,0,0.0,35.65
2024,10,20,1,114016957.81,327248889.17
2024,10,20,2,176600442.02,503220066.61
2024,10,30,0,0.0,295.32
2024,10,30,1,149978021.07,438915701.22
2024,10,30,2,235788389.67,728033520.42
2024,10,40,1,211620951.36,608215696.98
2024,10,40,2,292698529.52,819243966.29
2024,10,50,0,0.0,27.5
2024,10,50,1,304388998.97,982715736.73
2024,10,50,2,371201002.03,1114665773.35
2024,10,60,0,0.0,67.75
2024,10,60,1,321931948.32,1719374935.88
2024,10,60,2,378153680.9,1324527350.62
2024,10,70,1,300914791.44,1524446192.27
2024,10,70,2,376068076.58,1495352167.21
2024,10,80,0,1475.4699999999998,4328.85
2024,10,80,1,167641003.45,1029508749.64
2024,10,80,2,284793186.77,1459404391.17
2024,10,99,0,0.0,48907056.98
2024,10,99,1,178469.13,4541552.74
2024,10,99,2,220138.52,4794743.89
2024,11,0,0,0.0,9632.69
2024,11,0,1,261311058.64,667519307.37
2024,11,0,2,272014161.26,626567417.34
2024,11,20,1,90246623.67,272335255.97
2024,11,20,2,145475624.44,425383982.09
2024,11,30,0,0.0,26.5
2024,11,30,1,121096767.63,369118259.62
2024,11,30,2,194692018.51,619536409.78
2024,11,40,1,171202313.23,513022854.71
2024,11,40,2,241554741.45,692867189.92
2024,11,50,1,243143804.44,825602734.92
2024,11,50,2,302252615.78,942490738.59
2024,11,60,1,263028706.19,1488864652.25
2024,11,60,2,312199502.34,1133642828.65
2024,11,70,0,0.0,3.0
2024,11,70,1,249948902.03,1324463346.98
2024,11,70,2,310894841.46,1285024927.35
2024,11,80,0,3590.63,14230.9
2024,11,80,1,142967981.25,895226078.35
2024,11,80,2,242771709.82,1254754133.84
2024,11,99,0,0.0,211828710.6
2024,11,99,1,202302.88,14805559.68
2024,11,99,2,240874.12,17052623.53
2024,12,0,0,20.0,2638.89
2024,12,0,1,279099847.06,734725354.46
2024,12,0,2,286818073.26,681637857.19
2024,12,20,1,101095162.79,305436633.51
2024,12,20,2,158709824.69,465121471.47
2024,12,30,1,135016508.27,408342953.36
2024,12,30,2,212654608.19,671171360.01
2024,12,40,1,192389336.09,569893504.59
2024,12,40,2,264535165.8,759565964.13
2024,12,50,0,0.0,1588.51
2024,12,50,1,274970810.76,918860040.04
2024,12,50,2,332839969.35,1032416347.52
2024,12,60,0,0.0,24.0
2024,12,60,1,292655445.24,1744234156.77
2024,12,60,2,343156771.13,1233163885.69
2024,12,70,1,274314687.66,1442410299.72
2024,12,70,2,335849540.43,1392380533.06
2024,12,80,0,1669.3199999999997,4511.56
2024,12,80,1,154396152.23,963770851.29
2024,12,80,2,263414074.34,1362848568.58
2024,12,99,0,88020.46999999999,38248299.1
2024,12,99,1,258912.91,4016202.08
2024,12,99,2,325146.02,2804679.71
