,true_values,predicted_values
94,28.972428101428058,43.139900504942446
95,41.689600192356245,53.10969182927296
96,30.81453087169669,43.652783863143
97,28.456546985673516,51.496720802014536
98,29.724177050175555,42.81426524728353
99,34.06515637537673,47.42155775130429
100,32.963951922374214,47.75588611390177
101,29.812705007440133,42.617109103361074
102,36.50677460427451,53.689805105858014
103,26.36380023406995,31.21626088991193
104,44.63071729029708,48.92714316244201
105,40.78046647220937,44.75645207153593
106,37.81192145941535,41.996556170243835
107,39.77187114412605,43.47391175015214
108,50.84052769925584,53.443703074482656
109,40.80122896025037,43.986795108352695
110,47.51928054971663,51.83073204722423
111,39.760507750891286,43.148276492493224
112,44.29806663794355,47.755568996513986
113,43.234910017388124,48.08989735911146
114,39.687167370286836,42.95112034857077
115,49.0042888517282,54.02381635106771
116,28.52556369902228,31.550272135121624
117,55.15668119517537,49.2611544076517
118,50.497208471736755,45.09046331674563
119,46.34993535147631,42.33056741545353
120,48.73858557039927,43.807922995361835
121,60.76972575726525,53.77771431969235
122,48.89438494421017,44.32080635356239
123,58.85923833128684,52.164743292433926
124,49.04779217146255,43.48228773770292
125,53.89883123151111,48.08958024172368
126,53.474432598854726,48.423908604321156
127,46.827230323587216,43.28513159378046
128,60.47045021392773,54.3578275962774
129,32.58614046596704,31.88428338033132
130,44.92861615928361,49.595165652862306
131,40.04367362587794,45.42447456195623
132,38.97528150872084,42.664578660664134
133,39.39283192445419,44.14193424057244
134,49.15363283816683,54.111725564902954
135,40.29867432096836,44.65481759877299
136,49.241257647966044,52.49875453764453
137,38.617588006626534,43.81629898291352
138,44.25790619809691,48.423591486934285
139,43.55887793667022,48.75791984953176
140,38.71358326667116,43.61914283899107
141,49.77513820031603,54.69183884148801
142,27.486552807580246,32.21829462554192
143,49.623125449146485,49.929176898072
144,44.77281066779302,45.758485807165926
145,42.935135540630185,42.99858990587383
146,44.339198765513956,44.475945485782134
147,54.52217960296458,54.44573681011265
148,44.05986432723575,44.98882884398269
149,54.439697154787105,52.832765782854224
150,43.686733127585555,44.15031022812322
151,47.876370445577635,48.75760273214398
152,47.36094135097922,49.091931094741454
153,42.770754651271254,43.95315408420076
154,53.77817975243009,55.0258500866977
155,29.450679646459033,32.55230587075162
